Solver_Var,Solver_Value
"T[4,10,2,1,3]",0.0
"T[4,10,2,2,0]",0.0
"T[4,10,2,2,1]",0.0
"T[4,10,2,2,2]",0.0
"T[4,10,2,2,3]",0.0
"T[4,10,2,3,0]",0.0
"T[4,10,2,3,1]",0.0
"T[4,10,2,3,2]",0.0
"T[4,10,2,3,3]",0.0
"T[4,10,2,4,0]",0.0
"T[4,10,2,4,1]",0.0
"T[4,10,2,4,2]",0.0
"T[4,10,2,4,3]",0.0
"T[4,10,3,1,0]",0.0
"T[4,10,3,1,1]",0.0
"T[4,10,3,1,2]",0.0
"T[4,10,3,1,3]",0.0
"T[4,10,3,2,0]",0.0
"T[4,10,3,2,1]",0.0
"T[4,10,3,2,2]",0.0
"T[4,10,3,2,3]",0.0
"T[4,10,3,3,0]",0.0
"T[4,10,3,3,1]",0.0
"T[4,10,3,3,2]",0.0
"T[4,10,3,3,3]",0.0
"T[4,10,3,4,0]",0.0
"T[4,10,3,4,1]",0.0
"T[4,10,3,4,2]",0.0
"T[4,10,3,4,3]",0.0
"T[4,11,0,1,0]",0.0
"T[4,11,0,1,1]",0.0
"T[4,11,0,1,2]",0.0
"T[4,11,0,1,3]",0.0
"T[4,11,0,2,0]",0.0
"T[4,11,0,2,1]",0.0
"T[4,11,0,2,2]",0.0
"T[4,11,0,2,3]",0.0
"T[4,11,0,3,0]",0.0
"T[4,11,0,3,1]",0.0
"T[4,11,0,3,2]",0.0
"T[4,11,0,3,3]",0.0
"T[4,11,0,4,0]",0.0
"T[4,11,0,4,1]",0.0
"T[4,11,0,4,2]",0.0
"T[4,11,0,4,3]",0.0
"T[4,11,1,1,0]",0.0
"T[4,11,1,1,1]",0.0
"T[4,11,1,1,2]",0.0
"T[4,11,1,1,3]",0.0
"T[4,11,1,2,0]",0.0
"T[4,11,1,2,1]",0.0
"T[4,11,1,2,2]",0.0
"T[4,11,1,2,3]",0.0
"T[4,11,1,3,0]",0.0
"T[4,11,1,3,1]",0.0
"T[4,11,1,3,2]",0.0
"T[4,11,1,3,3]",0.0
"T[4,11,1,4,0]",0.0
"T[4,11,1,4,1]",0.0
"T[4,11,1,4,2]",0.0
"T[4,11,1,4,3]",0.0
"T[4,11,2,1,0]",0.0
"T[4,11,2,1,1]",0.0
"T[4,11,2,1,2]",0.0
"T[4,11,2,1,3]",0.0
"T[4,11,2,2,0]",0.0
"T[4,11,2,2,1]",0.0
"T[4,11,2,2,2]",0.0
"T[4,11,2,2,3]",0.0
"T[4,11,2,3,0]",0.0
"T[4,11,2,3,1]",0.0
"T[4,11,2,3,2]",0.0
"T[4,11,2,3,3]",0.0
"T[4,11,2,4,0]",0.0
"T[4,11,2,4,1]",0.0
"T[4,11,2,4,2]",0.0
"T[4,11,2,4,3]",0.0
"T[4,11,3,1,0]",0.0
"T[4,11,3,1,1]",0.0
"T[4,11,3,1,2]",0.0
"T[4,11,3,1,3]",0.0
"T[4,11,3,2,0]",0.0
"T[4,11,3,2,1]",0.0
"T[4,11,3,2,2]",0.0
"T[4,11,3,2,3]",0.0
"T[4,11,3,3,0]",0.0
"T[4,11,3,3,1]",0.0
"T[4,11,3,3,2]",0.0
"T[4,11,3,3,3]",0.0
"T[4,11,3,4,0]",0.0
"T[4,11,3,4,1]",0.0
"T[4,11,3,4,2]",0.0
"T[4,11,3,4,3]",0.0
"T[4,12,0,1,0]",0.0
"T[4,12,0,1,1]",0.0
"T[4,12,0,1,2]",0.0
"T[4,12,0,1,3]",0.0
"T[4,12,0,2,0]",0.0
"T[4,12,0,2,1]",0.0
"T[4,12,0,2,2]",0.0
"T[4,12,0,2,3]",0.0
"T[4,12,0,3,0]",0.0
"T[4,12,0,3,1]",0.0
"T[4,12,0,3,2]",0.0
"T[4,12,0,3,3]",0.0
"T[4,12,0,4,0]",0.0
"T[4,12,0,4,1]",0.0
"T[4,12,0,4,2]",0.0
"T[4,12,0,4,3]",0.0
"T[4,12,1,1,0]",0.0
"T[4,12,1,1,1]",0.0
"T[4,12,1,1,2]",0.0
"T[4,12,1,1,3]",0.0
"T[4,12,1,2,0]",0.0
"T[4,12,1,2,1]",0.0
"T[4,12,1,2,2]",0.0
"T[4,12,1,2,3]",0.0
"T[4,12,1,3,0]",0.0
"T[4,12,1,3,1]",0.0
"T[4,12,1,3,2]",0.0
"T[4,12,1,3,3]",0.0
"T[4,12,1,4,0]",0.0
"T[4,12,1,4,1]",0.0
"T[4,12,1,4,2]",0.0
"T[4,12,1,4,3]",0.0
"T[4,12,2,1,0]",0.0
"T[4,12,2,1,1]",0.0
"T[4,12,2,1,2]",0.0
"T[4,12,2,1,3]",0.0
"T[4,12,2,2,0]",0.0
"T[4,12,2,2,1]",0.0
"T[4,12,2,2,2]",0.0
"T[4,12,2,2,3]",0.0
"T[4,12,2,3,0]",0.0
"T[4,12,2,3,1]",0.0
"T[4,12,2,3,2]",0.0
"T[4,12,2,3,3]",0.0
"T[4,12,2,4,0]",0.0
"T[4,12,2,4,1]",0.0
"T[4,12,2,4,2]",0.0
"T[4,12,2,4,3]",0.0
"T[4,12,3,1,0]",0.0
"T[4,12,3,1,1]",0.0
"T[4,12,3,1,2]",0.0
"T[4,12,3,1,3]",0.0
"T[4,12,3,2,0]",0.0
"T[4,12,3,2,1]",0.0
"T[4,12,3,2,2]",0.0
"T[4,12,3,2,3]",0.0
"T[4,12,3,3,0]",0.0
"T[4,12,3,3,1]",0.0
"T[4,12,3,3,2]",0.0
"T[4,12,3,3,3]",0.0
"T[4,12,3,4,0]",0.0
"T[4,12,3,4,1]",0.0
"T[4,12,3,4,2]",0.0
"T[4,12,3,4,3]",0.0
"T[4,13,0,1,0]",0.0
"T[4,13,0,1,1]",0.0
"T[4,13,0,1,2]",0.0
"T[4,13,0,1,3]",0.0
"T[4,13,0,2,0]",0.0
"T[4,13,0,2,1]",0.0
"T[4,13,0,2,2]",0.0
"T[4,13,0,2,3]",0.0
"T[4,13,0,3,0]",0.0
"T[4,13,0,3,1]",0.0
"T[4,13,0,3,2]",0.0
"T[4,13,0,3,3]",0.0
"T[4,13,0,4,0]",0.0
"T[4,13,0,4,1]",0.0
"T[4,13,0,4,2]",0.0
"T[4,13,0,4,3]",0.0
"T[4,13,1,1,0]",0.0
"T[4,13,1,1,1]",0.0
"T[4,13,1,1,2]",0.0
"T[4,13,1,1,3]",0.0
"T[4,13,1,2,0]",0.0
"T[4,13,1,2,1]",0.0
"T[4,13,1,2,2]",0.0
"T[4,13,1,2,3]",0.0
"T[4,13,1,3,0]",0.0
"T[4,13,1,3,1]",0.0
"T[4,13,1,3,2]",0.0
"T[4,13,1,3,3]",0.0
"T[4,13,1,4,0]",0.0
"T[4,13,1,4,1]",0.0
"T[4,13,1,4,2]",0.0
"T[4,13,1,4,3]",0.0
"T[4,13,2,1,0]",0.0
"T[4,13,2,1,1]",0.0
"T[4,13,2,1,2]",0.0
"T[4,13,2,1,3]",0.0
"T[4,13,2,2,0]",0.0
"T[4,13,2,2,1]",0.0
"T[4,13,2,2,2]",0.0
"T[4,13,2,2,3]",0.0
"T[4,13,2,3,0]",0.0
"T[4,13,2,3,1]",0.0
"T[4,13,2,3,2]",0.0
"T[4,13,2,3,3]",0.0
"T[4,13,2,4,0]",0.0
"T[4,13,2,4,1]",0.0
"T[4,13,2,4,2]",0.0
"T[4,13,2,4,3]",0.0
"T[4,13,3,1,0]",0.0
"T[4,13,3,1,1]",0.0
"T[4,13,3,1,2]",0.0
"T[4,13,3,1,3]",0.0
"T[4,13,3,2,0]",0.0
"T[4,13,3,2,1]",0.0
"T[4,13,3,2,2]",0.0
"T[4,13,3,2,3]",0.0
"T[4,13,3,3,0]",0.0
"T[4,13,3,3,1]",0.0
"T[4,13,3,3,2]",0.0
"T[4,13,3,3,3]",0.0
"T[4,13,3,4,0]",0.0
"T[4,13,3,4,1]",0.0
"T[4,13,3,4,2]",0.0
"T[4,13,3,4,3]",0.0
"T[4,14,0,1,0]",0.0
"T[4,14,0,1,1]",0.0
"T[4,14,0,1,2]",0.0
"T[4,14,0,1,3]",0.0
"T[4,14,0,2,0]",0.0
"T[4,14,0,2,1]",0.0
"T[4,14,0,2,2]",0.0
"T[4,14,0,2,3]",0.0
"T[4,14,0,3,0]",0.0
"T[4,14,0,3,1]",0.0
"T[4,14,0,3,2]",0.0
"T[4,14,0,3,3]",0.0
"T[4,14,0,4,0]",0.0
"T[4,14,0,4,1]",0.0
"T[4,14,0,4,2]",0.0
"T[4,14,0,4,3]",0.0
"T[4,14,1,1,0]",0.0
"T[4,14,1,1,1]",0.0
"T[4,14,1,1,2]",0.0
"T[4,14,1,1,3]",0.0
"T[4,14,1,2,0]",0.0
"T[4,14,1,2,1]",0.0
"T[4,14,1,2,2]",0.0
"T[4,14,1,2,3]",0.0
"T[4,14,1,3,0]",0.0
"T[4,14,1,3,1]",0.0
"T[4,14,1,3,2]",0.0
"T[4,14,1,3,3]",0.0
"T[4,14,1,4,0]",0.0
"T[4,14,1,4,1]",0.0
"T[4,14,1,4,2]",0.0
"T[4,14,1,4,3]",0.0
"T[4,14,2,1,0]",0.0
"T[4,14,2,1,1]",0.0
"T[4,14,2,1,2]",0.0
"T[4,14,2,1,3]",0.0
"T[4,14,2,2,0]",0.0
"T[4,14,2,2,1]",0.0
"T[4,14,2,2,2]",0.0
"T[4,14,2,2,3]",0.0
"T[4,14,2,3,0]",0.0
"T[4,14,2,3,1]",0.0
"T[4,14,2,3,2]",0.0
"T[4,14,2,3,3]",0.0
"T[4,14,2,4,0]",0.0
"T[4,14,2,4,1]",0.0
"T[4,14,2,4,2]",0.0
"T[4,14,2,4,3]",0.0
"T[4,14,3,1,0]",0.0
"T[4,14,3,1,1]",0.0
"T[4,14,3,1,2]",0.0
"T[4,14,3,1,3]",0.0
"T[4,14,3,2,0]",0.0
"T[4,14,3,2,1]",0.0
"T[4,14,3,2,2]",0.0
"T[4,14,3,2,3]",0.0
"T[4,14,3,3,0]",0.0
"T[4,14,3,3,1]",0.0
"T[4,14,3,3,2]",0.0
"T[4,14,3,3,3]",0.0
"T[4,14,3,4,0]",0.0
"T[4,14,3,4,1]",0.0
"T[4,14,3,4,2]",0.0
"T[4,14,3,4,3]",0.0
"T[4,15,0,1,0]",0.0
"T[4,15,0,1,1]",0.0
"T[4,15,0,1,2]",0.0
"T[4,15,0,1,3]",0.0
"T[4,15,0,2,0]",0.0
"T[4,15,0,2,1]",0.0
"T[4,15,0,2,2]",0.0
"T[4,15,0,2,3]",0.0
"T[4,15,0,3,0]",0.0
"T[4,15,0,3,1]",0.0
"T[4,15,0,3,2]",0.0
"T[4,15,0,3,3]",0.0
"T[4,15,0,4,0]",0.0
"T[4,15,0,4,1]",0.0
"T[4,15,0,4,2]",0.0
"T[4,15,0,4,3]",0.0
"T[4,15,1,1,0]",0.0
"T[4,15,1,1,1]",0.0
"T[4,15,1,1,2]",0.0
"T[4,15,1,1,3]",0.0
"T[4,15,1,2,0]",0.0
"T[4,15,1,2,1]",0.0
"T[4,15,1,2,2]",0.0
"T[4,15,1,2,3]",0.0
"T[4,15,1,3,0]",0.0
"T[4,15,1,3,1]",0.0
"T[4,15,1,3,2]",0.0
"T[4,15,1,3,3]",0.0
"T[4,15,1,4,0]",0.0
"T[4,15,1,4,1]",0.0
"T[4,15,1,4,2]",0.0
"T[4,15,1,4,3]",0.0
"T[4,15,2,1,0]",0.0
"T[4,15,2,1,1]",0.0
"T[4,15,2,1,2]",0.0
"T[4,15,2,1,3]",0.0
"T[4,15,2,2,0]",0.0
"T[4,15,2,2,1]",0.0
"T[4,15,2,2,2]",0.0
"T[4,15,2,2,3]",0.0
"T[4,15,2,3,0]",0.0
"T[4,15,2,3,1]",0.0
"T[4,15,2,3,2]",0.0
"T[4,15,2,3,3]",0.0
"T[4,15,2,4,0]",0.0
"T[4,15,2,4,1]",0.0
"T[4,15,2,4,2]",0.0
"T[4,15,2,4,3]",0.0
"T[4,15,3,1,0]",0.0
"T[4,15,3,1,1]",0.0
"T[4,15,3,1,2]",0.0
"T[4,15,3,1,3]",0.0
"T[4,15,3,2,0]",0.0
"T[4,15,3,2,1]",0.0
"T[4,15,3,2,2]",0.0
"T[4,15,3,2,3]",0.0
"T[4,15,3,3,0]",0.0
"T[4,15,3,3,1]",0.0
"T[4,15,3,3,2]",0.0
"T[4,15,3,3,3]",0.0
"T[4,15,3,4,0]",0.0
"T[4,15,3,4,1]",0.0
"T[4,15,3,4,2]",0.0
"T[4,15,3,4,3]",0.0
"T[5,0,0,1,0]",1.0
"T[5,0,0,1,1]",13.0
"T[5,0,0,1,2]",0.0
"T[5,0,0,1,3]",3.0
"T[5,0,0,2,0]",0.0
"T[5,0,0,2,1]",0.0
"T[5,0,0,2,2]",0.0
"T[5,0,0,2,3]",0.0
"T[5,0,0,3,0]",0.0
"T[5,0,0,3,1]",0.0
"T[5,0,0,3,2]",0.0
"T[5,0,0,3,3]",0.0
"T[5,0,0,4,0]",0.0
"T[5,0,0,4,1]",0.0
"T[5,0,0,4,2]",0.0
"T[5,0,0,4,3]",0.0
"T[5,0,1,1,0]",0.0
"T[5,0,1,1,1]",0.0
"T[5,0,1,1,2]",0.0
"T[5,0,1,1,3]",0.0
"T[5,0,1,2,0]",0.0
"T[5,0,1,2,1]",0.0
"T[5,0,1,2,2]",0.0
"T[5,0,1,2,3]",1.0
"T[5,0,1,3,0]",0.0
"T[5,0,1,3,1]",0.0
"T[5,0,1,3,2]",0.0
"T[5,0,1,3,3]",0.0
"T[5,0,1,4,0]",0.0
"T[5,0,1,4,1]",0.0
"T[5,0,1,4,2]",0.0
"T[5,0,1,4,3]",0.0
"T[5,0,2,1,0]",0.0
"T[5,0,2,1,1]",0.0
"T[5,0,2,1,2]",0.0
"T[5,0,2,1,3]",0.0
"T[5,0,2,2,0]",0.0
"T[5,0,2,2,1]",0.0
"T[5,0,2,2,2]",1.0
"T[5,0,2,2,3]",0.0
"T[5,0,2,3,0]",0.0
"T[5,0,2,3,1]",0.0
"T[5,0,2,3,2]",0.0
"T[5,0,2,3,3]",0.0
"T[5,0,2,4,0]",0.0
"T[5,0,2,4,1]",1.0
"T[5,0,2,4,2]",0.0
"T[5,0,2,4,3]",0.0
"T[5,0,3,1,0]",0.0
"T[5,0,3,1,1]",0.0
"T[5,0,3,1,2]",0.0
"T[5,0,3,1,3]",0.0
"T[5,0,3,2,0]",0.0
"T[5,0,3,2,1]",0.0
"T[5,0,3,2,2]",0.0
"T[5,0,3,2,3]",0.0
"T[5,0,3,3,0]",0.0
"T[5,0,3,3,1]",0.0
"T[5,0,3,3,2]",0.0
"T[5,0,3,3,3]",0.0
"T[5,0,3,4,0]",0.0
"T[5,0,3,4,1]",0.0
"T[5,0,3,4,2]",0.0
"T[5,0,3,4,3]",0.0
"T[5,1,0,1,0]",0.0
"T[5,1,0,1,1]",6.0
"T[5,1,0,1,2]",12.0
"T[5,1,0,1,3]",0.0
"T[5,1,0,2,0]",0.0
"T[5,1,0,2,1]",0.0
"T[5,1,0,2,2]",0.0
"T[5,1,0,2,3]",0.0
"T[5,1,0,3,0]",0.0
"T[5,1,0,3,1]",0.0
"T[5,1,0,3,2]",0.0
"T[5,1,0,3,3]",0.0
"T[5,1,0,4,0]",0.0
"T[5,1,0,4,1]",0.0
"T[5,1,0,4,2]",0.0
"T[5,1,0,4,3]",0.0
"T[5,1,1,1,0]",0.0
"T[5,1,1,1,1]",0.0
"T[5,1,1,1,2]",0.0
"T[5,1,1,1,3]",0.0
"T[5,1,1,2,0]",0.0
"T[5,1,1,2,1]",0.0
"T[5,1,1,2,2]",0.0
"T[5,1,1,2,3]",0.0
"T[5,1,1,3,0]",0.0
"T[5,1,1,3,1]",0.0
"T[5,1,1,3,2]",0.0
"T[5,1,1,3,3]",0.0
"T[5,1,1,4,0]",0.0
"T[5,1,1,4,1]",0.0
"T[5,1,1,4,2]",0.0
"T[5,1,1,4,3]",0.0
"T[5,1,2,1,0]",0.0
"T[5,1,2,1,1]",0.0
"T[5,1,2,1,2]",0.0
"T[5,1,2,1,3]",0.0
"T[5,1,2,2,0]",0.0
"T[5,1,2,2,1]",0.0
"T[5,1,2,2,2]",0.0
"T[5,1,2,2,3]",0.0
"T[5,1,2,3,0]",0.0
"T[5,1,2,3,1]",0.0
"T[5,1,2,3,2]",0.0
"T[5,1,2,3,3]",0.0
"T[5,1,2,4,0]",0.0
"T[5,1,2,4,1]",0.0
"T[5,1,2,4,2]",0.0
"T[5,1,2,4,3]",0.0
"T[5,1,3,1,0]",0.0
"T[5,1,3,1,1]",0.0
"T[5,1,3,1,2]",0.0
"T[5,1,3,1,3]",0.0
"T[5,1,3,2,0]",0.0
"T[5,1,3,2,1]",0.0
"T[5,1,3,2,2]",0.0
"T[5,1,3,2,3]",0.0
"T[5,1,3,3,0]",0.0
"T[5,1,3,3,1]",0.0
"T[5,1,3,3,2]",0.0
"T[5,1,3,3,3]",0.0
"T[5,1,3,4,0]",0.0
"T[5,1,3,4,1]",0.0
"T[5,1,3,4,2]",0.0
"T[5,1,3,4,3]",0.0
"T[5,2,0,1,0]",0.0
"T[5,2,0,1,1]",9.0
"T[5,2,0,1,2]",4.0
"T[5,2,0,1,3]",0.0
"T[5,2,0,2,0]",0.0
"T[5,2,0,2,1]",0.0
"T[5,2,0,2,2]",0.0
"T[5,2,0,2,3]",0.0
"T[5,2,0,3,0]",0.0
"T[5,2,0,3,1]",0.0
"T[5,2,0,3,2]",0.0
"T[5,2,0,3,3]",0.0
"T[5,2,0,4,0]",0.0
"T[5,2,0,4,1]",0.0
"T[5,2,0,4,2]",0.0
"T[5,2,0,4,3]",0.0
"T[5,2,1,1,0]",0.0
"T[5,2,1,1,1]",0.0
"T[5,2,1,1,2]",1.0
"T[5,2,1,1,3]",0.0
"T[5,2,1,2,0]",0.0
"T[5,2,1,2,1]",0.0
"T[5,2,1,2,2]",0.0
"T[5,2,1,2,3]",0.0
"T[5,2,1,3,0]",0.0
"T[5,2,1,3,1]",0.0
"T[5,2,1,3,2]",0.0
"T[5,2,1,3,3]",0.0
"T[5,2,1,4,0]",0.0
"T[5,2,1,4,1]",0.0
"T[5,2,1,4,2]",0.0
"T[5,2,1,4,3]",0.0
"T[5,2,2,1,0]",23.0
"T[5,2,2,1,1]",5.0
"T[5,2,2,1,2]",0.0
"T[5,2,2,1,3]",0.0
"T[5,2,2,2,0]",0.0
"T[5,2,2,2,1]",0.0
"T[5,2,2,2,2]",0.0
"T[5,2,2,2,3]",0.0
"T[5,2,2,3,0]",0.0
"T[5,2,2,3,1]",0.0
"T[5,2,2,3,2]",0.0
"T[5,2,2,3,3]",0.0
"T[5,2,2,4,0]",0.0
"T[5,2,2,4,1]",0.0
"T[5,2,2,4,2]",0.0
"T[5,2,2,4,3]",0.0
"T[5,2,3,1,0]",0.0
"T[5,2,3,1,1]",0.0
"T[5,2,3,1,2]",0.0
"T[5,2,3,1,3]",0.0
"T[5,2,3,2,0]",0.0
"T[5,2,3,2,1]",0.0
"T[5,2,3,2,2]",0.0
"T[5,2,3,2,3]",0.0
"T[5,2,3,3,0]",0.0
"T[5,2,3,3,1]",0.0
"T[5,2,3,3,2]",0.0
"T[5,2,3,3,3]",0.0
"T[5,2,3,4,0]",0.0
"T[5,2,3,4,1]",0.0
"T[5,2,3,4,2]",0.0
"T[5,2,3,4,3]",0.0
"T[5,3,0,1,0]",0.0
"T[5,3,0,1,1]",1.0
"T[5,3,0,1,2]",8.0
"T[5,3,0,1,3]",0.0
"T[5,3,0,2,0]",0.0
"T[5,3,0,2,1]",0.0
"T[5,3,0,2,2]",0.0
"T[5,3,0,2,3]",0.0
"T[5,3,0,3,0]",0.0
"T[5,3,0,3,1]",0.0
"T[5,3,0,3,2]",0.0
"T[5,3,0,3,3]",0.0
"T[5,3,0,4,0]",0.0
"T[5,3,0,4,1]",0.0
"T[5,3,0,4,2]",0.0
"T[5,3,0,4,3]",0.0
"T[5,3,1,1,0]",1.0
"T[5,3,1,1,1]",1.0
"T[5,3,1,1,2]",0.0
"T[5,3,1,1,3]",0.0
"T[5,3,1,2,0]",0.0
"T[5,3,1,2,1]",0.0
"T[5,3,1,2,2]",0.0
"T[5,3,1,2,3]",0.0
"T[5,3,1,3,0]",0.0
"T[5,3,1,3,1]",0.0
"T[5,3,1,3,2]",0.0
"T[5,3,1,3,3]",0.0
"T[5,3,1,4,0]",0.0
"T[5,3,1,4,1]",0.0
"T[5,3,1,4,2]",0.0
"T[5,3,1,4,3]",0.0
"T[5,3,2,1,0]",9.0
"T[5,3,2,1,1]",13.0
"T[5,3,2,1,2]",3.0
"T[5,3,2,1,3]",0.0
"T[5,3,2,2,0]",0.0
"T[5,3,2,2,1]",0.0
"T[5,3,2,2,2]",0.0
"T[5,3,2,2,3]",0.0
"T[5,3,2,3,0]",0.0
"T[5,3,2,3,1]",0.0
"T[5,3,2,3,2]",0.0
"T[5,3,2,3,3]",1.0
"T[5,3,2,4,0]",0.0
"T[5,3,2,4,1]",0.0
"T[5,3,2,4,2]",0.0
"T[5,3,2,4,3]",0.0
"T[5,3,3,1,0]",0.0
"T[5,3,3,1,1]",5.0
"T[5,3,3,1,2]",1.0
"T[5,3,3,1,3]",0.0
"T[5,3,3,2,0]",0.0
"T[5,3,3,2,1]",0.0
"T[5,3,3,2,2]",0.0
"T[5,3,3,2,3]",0.0
"T[5,3,3,3,0]",0.0
"T[5,3,3,3,1]",0.0
"T[5,3,3,3,2]",0.0
"T[5,3,3,3,3]",0.0
"T[5,3,3,4,0]",1.0
"T[5,3,3,4,1]",0.0
"T[5,3,3,4,2]",1.0
"T[5,3,3,4,3]",1.0
"T[5,4,0,1,0]",1.0
"T[5,4,0,1,1]",0.0
"T[5,4,0,1,2]",1.0
"T[5,4,0,1,3]",1.0
"T[5,4,0,2,0]",0.0
"T[5,4,0,2,1]",3.0
"T[5,4,0,2,2]",0.0
"T[5,4,0,2,3]",0.0
"T[5,4,0,3,0]",0.0
"T[5,4,0,3,1]",0.0
"T[5,4,0,3,2]",0.0
"T[5,4,0,3,3]",0.0
"T[5,4,0,4,0]",0.0
"T[5,4,0,4,1]",0.0
"T[5,4,0,4,2]",0.0
"T[5,4,0,4,3]",0.0
"T[5,4,1,1,0]",8.0
"T[5,4,1,1,1]",14.0
"T[5,4,1,1,2]",0.0
"T[5,4,1,1,3]",0.0
"T[5,4,1,2,0]",0.0
"T[5,4,1,2,1]",0.0
"T[5,4,1,2,2]",0.0
"T[5,4,1,2,3]",0.0
"T[5,4,1,3,0]",0.0
"T[5,4,1,3,1]",0.0
"T[5,4,1,3,2]",0.0
"T[5,4,1,3,3]",0.0
"T[5,4,1,4,0]",0.0
"T[5,4,1,4,1]",0.0
"T[5,4,1,4,2]",0.0
"T[5,4,1,4,3]",0.0
"T[5,4,2,1,0]",1.0
"T[5,4,2,1,1]",16.0
"T[5,4,2,1,2]",1.0
"T[5,4,2,1,3]",0.0
"T[5,4,2,2,0]",0.0
"T[5,4,2,2,1]",0.0
"T[5,4,2,2,2]",0.0
"T[5,4,2,2,3]",0.0
"T[5,4,2,3,0]",0.0
"T[5,4,2,3,1]",0.0
"T[5,4,2,3,2]",0.0
"T[5,4,2,3,3]",0.0
"T[5,4,2,4,0]",0.0
"T[5,4,2,4,1]",0.0
"T[5,4,2,4,2]",0.0
"T[5,4,2,4,3]",0.0
"T[5,4,3,1,0]",0.0
"T[5,4,3,1,1]",3.0
"T[5,4,3,1,2]",0.0
"T[5,4,3,1,3]",0.0
"T[5,4,3,2,0]",0.0
"T[5,4,3,2,1]",0.0
"T[5,4,3,2,2]",0.0
"T[5,4,3,2,3]",0.0
"T[5,4,3,3,0]",0.0
"T[5,4,3,3,1]",0.0
"T[5,4,3,3,2]",0.0
"T[5,4,3,3,3]",0.0
"T[5,4,3,4,0]",0.0
"T[5,4,3,4,1]",0.0
"T[5,4,3,4,2]",0.0
"T[5,4,3,4,3]",0.0
"T[5,5,0,1,0]",0.0
"T[5,5,0,1,1]",0.0
"T[5,5,0,1,2]",0.0
"T[5,5,0,1,3]",0.0
"T[5,5,0,2,0]",8.0
"T[5,5,0,2,1]",0.0
"T[5,5,0,2,2]",12.0
"T[5,5,0,2,3]",2.0
"T[5,5,0,3,0]",0.0
"T[5,5,0,3,1]",0.0
"T[5,5,0,3,2]",0.0
"T[5,5,0,3,3]",0.0
"T[5,5,0,4,0]",0.0
"T[5,5,0,4,1]",0.0
"T[5,5,0,4,2]",0.0
"T[5,5,0,4,3]",0.0
"T[5,5,1,1,0]",2.0
"T[5,5,1,1,1]",0.0
"T[5,5,1,1,2]",8.0
"T[5,5,1,1,3]",1.0
"T[5,5,1,2,0]",0.0
"T[5,5,1,2,1]",0.0
"T[5,5,1,2,2]",0.0
"T[5,5,1,2,3]",0.0
"T[5,5,1,3,0]",0.0
"T[5,5,1,3,1]",0.0
"T[5,5,1,3,2]",0.0
"T[5,5,1,3,3]",0.0
"T[5,5,1,4,0]",0.0
"T[5,5,1,4,1]",0.0
"T[5,5,1,4,2]",0.0
"T[5,5,1,4,3]",0.0
"T[5,5,2,1,0]",0.0
"T[5,5,2,1,1]",0.0
"T[5,5,2,1,2]",11.0
"T[5,5,2,1,3]",0.0
"T[5,5,2,2,0]",0.0
"T[5,5,2,2,1]",2.0
"T[5,5,2,2,2]",0.0
"T[5,5,2,2,3]",3.0
"T[5,5,2,3,0]",1.0
"T[5,5,2,3,1]",0.0
"T[5,5,2,3,2]",0.0
"T[5,5,2,3,3]",0.0
"T[5,5,2,4,0]",0.0
"T[5,5,2,4,1]",0.0
"T[5,5,2,4,2]",0.0
"T[5,5,2,4,3]",0.0
"T[5,5,3,1,0]",0.0
"T[5,5,3,1,1]",0.0
"T[5,5,3,1,2]",0.0
"T[5,5,3,1,3]",0.0
"T[5,5,3,2,0]",0.0
"T[5,5,3,2,1]",0.0
"T[5,5,3,2,2]",0.0
"T[5,5,3,2,3]",0.0
"T[5,5,3,3,0]",0.0
"T[5,5,3,3,1]",0.0
"T[5,5,3,3,2]",0.0
"T[5,5,3,3,3]",0.0
"T[5,5,3,4,0]",0.0
"T[5,5,3,4,1]",0.0
"T[5,5,3,4,2]",0.0
"T[5,5,3,4,3]",0.0
"T[5,6,0,1,0]",0.0
"T[5,6,0,1,1]",0.0
"T[5,6,0,1,2]",0.0
"T[5,6,0,1,3]",0.0
"T[5,6,0,2,0]",0.0
"T[5,6,0,2,1]",0.0
"T[5,6,0,2,2]",0.0
"T[5,6,0,2,3]",0.0
"T[5,6,0,3,0]",0.0
"T[5,6,0,3,1]",0.0
"T[5,6,0,3,2]",0.0
"T[5,6,0,3,3]",0.0
"T[5,6,0,4,0]",0.0
"T[5,6,0,4,1]",0.0
"T[5,6,0,4,2]",0.0
"T[5,6,0,4,3]",0.0
"T[5,6,1,1,0]",0.0
"T[5,6,1,1,1]",0.0
"T[5,6,1,1,2]",0.0
"T[5,6,1,1,3]",0.0
"T[5,6,1,2,0]",0.0
"T[5,6,1,2,1]",0.0
"T[5,6,1,2,2]",0.0
"T[5,6,1,2,3]",0.0
"T[5,6,1,3,0]",0.0
"T[5,6,1,3,1]",0.0
"T[5,6,1,3,2]",0.0
"T[5,6,1,3,3]",0.0
"T[5,6,1,4,0]",0.0
"T[5,6,1,4,1]",0.0
"T[5,6,1,4,2]",0.0
"T[5,6,1,4,3]",0.0
"T[5,6,2,1,0]",0.0
"T[5,6,2,1,1]",0.0
"T[5,6,2,1,2]",0.0
"T[5,6,2,1,3]",0.0
"T[5,6,2,2,0]",0.0
"T[5,6,2,2,1]",0.0
"T[5,6,2,2,2]",0.0
"T[5,6,2,2,3]",0.0
"T[5,6,2,3,0]",0.0
"T[5,6,2,3,1]",0.0
"T[5,6,2,3,2]",0.0
"T[5,6,2,3,3]",0.0
