Solver_Var,Solver_Value,Year,ID,Num_Vehicles,Type,Fuel,Distance_bucket,Distance_per_vehicle(km),Size,p_year,Ftype,ratio,Demand,Demand_id,age,k,T_val
"U[4,1,2,1,2]",12.0,2027,LNG_S3_2024,12,Use,LNG,D3,73000.0,S3,2024,LNG,1.0,876000.0,S3_D3_2027,4,1,0
"U[4,2,0,1,1]",2.0,2027,LNG_S1_2025,2,Use,LNG,D2,102000.0,S1,2025,LNG,1.0,204000.0,S1_D2_2027,3,1,0
"U[4,2,0,1,2]",11.0,2027,LNG_S1_2025,11,Use,LNG,D3,102000.0,S1,2025,LNG,1.0,1122000.0,S1_D3_2027,3,1,0
"U[4,2,1,1,1]",1.0,2027,LNG_S2_2025,1,Use,LNG,D2,106000.0,S2,2025,LNG,1.0,106000.0,S2_D2_2027,3,1,0
"U[4,2,2,1,0]",30.0,2027,LNG_S3_2025,30,Use,LNG,D1,73000.0,S3,2025,LNG,1.0,2190000.0,S3_D1_2027,3,1,0
"U[4,3,0,1,0]",2.0,2027,LNG_S1_2026,2,Use,LNG,D1,102000.0,S1,2026,LNG,1.0,204000.0,S1_D1_2027,2,1,0
"U[4,3,0,1,1]",6.0,2027,LNG_S1_2026,6,Use,LNG,D2,102000.0,S1,2026,LNG,1.0,612000.0,S1_D2_2027,2,1,0
"U[4,3,0,1,3]",1.0,2027,LNG_S1_2026,1,Use,LNG,D4,102000.0,S1,2026,LNG,1.0,102000.0,S1_D4_2027,2,1,0
"U[4,3,1,1,1]",2.0,2027,LNG_S2_2026,2,Use,LNG,D2,106000.0,S2,2026,LNG,1.0,212000.0,S2_D2_2027,2,1,0
"U[4,3,2,1,1]",25.0,2027,LNG_S3_2026,25,Use,LNG,D2,73000.0,S3,2026,LNG,1.0,1825000.0,S3_D2_2027,2,1,0
"U[4,3,2,3,3]",0.0813424657547945,2027,Diesel_S3_2026,1,Use,HVO,D4,5938.000000099998,S3,2026,Diesel,0.0813424657547945,5938.000000099998,S3_D4_2027,2,3,0
"U[4,3,3,1,0]",0.1401101694923729,2027,LNG_S4_2026,1,Use,LNG,D1,16533.0000001,S4,2026,LNG,0.1401101694923729,16533.0000001,S4_D1_2027,2,1,0
"U[4,3,3,1,1]",4.0,2027,LNG_S4_2026,4,Use,LNG,D2,118000.0,S4,2026,LNG,1.0,472000.0,S4_D2_2027,2,1,0
"U[4,3,3,1,2]",1.0,2027,LNG_S4_2026,1,Use,LNG,D3,118000.0,S4,2026,LNG,1.0,118000.0,S4_D3_2027,2,1,0
"U[4,3,3,4,1]",0.0283728813567796,2027,Diesel_S4_2026,1,Use,B20,D2,3348.000000099993,S4,2026,Diesel,0.0283728813567796,3348.000000099993,S4_D2_2027,2,4,0
"U[4,3,3,4,2]",0.0997118644076271,2027,Diesel_S4_2026,1,Use,B20,D3,11766.000000099997,S4,2026,Diesel,0.0997118644076271,11766.000000099997,S4_D3_2027,2,4,0
"U[4,3,3,4,3]",0.017118644068644,2027,Diesel_S4_2026,1,Use,B20,D4,2020.000000099992,S4,2026,Diesel,0.017118644068644,2020.000000099992,S4_D4_2027,2,4,0
"U[4,4,0,1,0]",2.0,2027,LNG_S1_2027,2,Use,LNG,D1,102000.0,S1,2027,LNG,1.0,204000.0,S1_D1_2027,1,1,0
"U[4,4,0,1,2]",1.0,2027,LNG_S1_2027,1,Use,LNG,D3,102000.0,S1,2027,LNG,1.0,102000.0,S1_D3_2027,1,1,0
"U[4,4,0,2,0]",1.3714503703142034,2027,LNG_S1_2027,2,Use,BioLNG,D1,69943.96888602438,S1,2027,LNG,0.6857251851571017,139887.93777204875,S1_D1_2027,1,2,0
"U[4,4,0,2,2]",0.1145294117656874,2027,LNG_S1_2027,1,Use,BioLNG,D3,11682.000000100115,S1,2027,LNG,0.1145294117656874,11682.000000100115,S1_D3_2027,1,2,0
"U[4,4,1,1,0]",7.0,2027,LNG_S2_2027,7,Use,LNG,D1,106000.0,S2,2027,LNG,1.0,742000.0,S2_D1_2027,1,1,0
"U[4,4,1,1,1]",6.0,2027,LNG_S2_2027,6,Use,LNG,D2,106000.0,S2,2027,LNG,1.0,636000.0,S2_D2_2027,1,1,0
"U[4,4,1,1,2]",8.0,2027,LNG_S2_2027,8,Use,LNG,D3,106000.0,S2,2027,LNG,1.0,848000.0,S2_D3_2027,1,1,0
"U[4,4,1,1,3]",1.0,2027,LNG_S2_2027,1,Use,LNG,D4,106000.0,S2,2027,LNG,1.0,106000.0,S2_D4_2027,1,1,0
"U[4,4,2,1,0]",2.0,2027,LNG_S3_2027,2,Use,LNG,D1,73000.0,S3,2027,LNG,1.0,146000.0,S3_D1_2027,1,1,0
"U[4,4,2,1,1]",10.0,2027,LNG_S3_2027,10,Use,LNG,D2,73000.0,S3,2027,LNG,1.0,730000.0,S3_D2_2027,1,1,0
"U[4,4,2,1,2]",3.0,2027,LNG_S3_2027,3,Use,LNG,D3,73000.0,S3,2027,LNG,1.0,219000.0,S3_D3_2027,1,1,0
"U[4,4,2,1,3]",3.0,2027,LNG_S3_2027,3,Use,LNG,D4,73000.0,S3,2027,LNG,1.0,219000.0,S3_D4_2027,1,1,0
"U[4,4,3,1,1]",3.0,2027,LNG_S4_2027,3,Use,LNG,D2,118000.0,S4,2027,LNG,1.0,354000.0,S4_D2_2027,1,1,0
"U[5,0,0,1,0]",0.4915490196088235,2028,LNG_S1_2023,1,Use,LNG,D1,50138.0000001,S1,2023,LNG,0.4915490196088235,50138.0000001,S1_D1_2028,6,1,0
"U[5,0,0,1,1]",11.980737952332708,2028,LNG_S1_2023,13,Use,LNG,D2,94002.71316445664,S1,2023,LNG,0.9215952271025161,1222035.2711379363,S1_D2_2028,6,1,0
"U[5,0,0,1,3]",1.5996960784323528,2028,LNG_S1_2023,3,Use,LNG,D4,54389.666666699995,S1,2023,LNG,0.5332320261441176,163169.0000001,S1_D4_2028,6,1,0
"U[5,0,1,2,3]",0.3965754716990566,2028,LNG_S2_2023,1,Use,BioLNG,D4,42037.0000001,S2,2023,LNG,0.3965754716990566,42037.0000001,S2_D4_2028,6,2,0
"U[5,0,2,2,2]",0.8264383561657518,2028,LNG_S3_2023,1,Use,BioLNG,D3,60330.00000009988,S3,2023,LNG,0.8264383561657518,60330.00000009988,S3_D3_2028,6,2,0
"U[5,0,2,4,1]",0.5469178082205496,2028,Diesel_S3_2023,1,Use,B20,D2,39925.00000010012,S3,2023,Diesel,0.5469178082205496,39925.00000010012,S3_D2_2028,6,4,0
"U[5,1,0,1,1]",6.0,2028,LNG_S1_2024,6,Use,LNG,D2,102000.0,S1,2024,LNG,1.0,612000.0,S1_D2_2028,5,1,0
"U[5,1,0,1,2]",12.0,2028,LNG_S1_2024,12,Use,LNG,D3,102000.0,S1,2024,LNG,1.0,1224000.0,S1_D3_2028,5,1,0
"U[5,2,0,1,1]",9.0,2028,LNG_S1_2025,9,Use,LNG,D2,102000.0,S1,2025,LNG,1.0,918000.0,S1_D2_2028,4,1,0
"U[5,2,0,1,2]",3.5810784313735304,2028,LNG_S1_2025,4,Use,LNG,D3,91317.50000002503,S1,2025,LNG,0.8952696078433826,365270.0000001001,S1_D3_2028,4,1,0
"U[5,2,1,1,2]",0.5133584905669811,2028,LNG_S2_2025,1,Use,LNG,D3,54416.0000001,S2,2025,LNG,0.5133584905669811,54416.0000001,S2_D3_2028,4,1,0
"U[5,2,2,1,0]",23.0,2028,LNG_S3_2025,23,Use,LNG,D1,73000.0,S3,2025,LNG,1.0,1679000.0,S3_D1_2028,4,1,0
"U[5,2,2,1,1]",5.0,2028,LNG_S3_2025,5,Use,LNG,D2,73000.0,S3,2025,LNG,1.0,365000.0,S3_D2_2028,4,1,0
"U[5,3,0,1,1]",1.0,2028,LNG_S1_2026,1,Use,LNG,D2,102000.0,S1,2026,LNG,1.0,102000.0,S1_D2_2028,3,1,0
"U[5,3,0,1,2]",8.0,2028,LNG_S1_2026,8,Use,LNG,D3,102000.0,S1,2026,LNG,1.0,816000.0,S1_D3_2028,3,1,0
"U[5,3,1,1,0]",0.7752735849066027,2028,LNG_S2_2026,1,Use,LNG,D1,82179.00000009988,S2,2026,LNG,0.7752735849066027,82179.00000009988,S2_D1_2028,3,1,0
"U[5,3,1,1,1]",0.5915471698122631,2028,LNG_S2_2026,1,Use,LNG,D2,62704.000000099884,S2,2026,LNG,0.5915471698122631,62704.000000099884,S2_D2_2028,3,1,0
"U[5,3,2,1,0]",9.0,2028,LNG_S3_2026,9,Use,LNG,D1,73000.0,S3,2026,LNG,1.0,657000.0,S3_D1_2028,3,1,0
"U[5,3,2,1,1]",13.0,2028,LNG_S3_2026,13,Use,LNG,D2,73000.0,S3,2026,LNG,1.0,949000.0,S3_D2_2028,3,1,0
"U[5,3,2,1,2]",3.0,2028,LNG_S3_2026,3,Use,LNG,D3,73000.0,S3,2026,LNG,1.0,219000.0,S3_D3_2028,3,1,0
"U[5,3,2,3,3]",0.1981232876726027,2028,Diesel_S3_2026,1,Use,HVO,D4,14463.000000099997,S3,2026,Diesel,0.1981232876726027,14463.000000099997,S3_D4_2028,3,3,0
"U[5,3,3,1,1]",4.2199491525432204,2028,LNG_S4_2026,5,Use,LNG,D2,99590.80000002,S4,2026,LNG,0.8439898305086441,497954.0000001,S4_D2_2028,3,1,0
"U[5,3,3,1,2]",1.0,2028,LNG_S4_2026,1,Use,LNG,D3,118000.0,S4,2026,LNG,1.0,118000.0,S4_D3_2028,3,1,0
"U[5,3,3,4,0]",0.1429152542381356,2028,Diesel_S4_2026,1,Use,B20,D1,16864.0000001,S4,2026,Diesel,0.1429152542381356,16864.0000001,S4_D1_2028,3,4,0
"U[5,3,3,4,2]",0.1350000000008474,2028,Diesel_S4_2026,1,Use,B20,D3,15930.000000099992,S4,2026,Diesel,0.1350000000008474,15930.000000099992,S4_D3_2028,3,4,0
"U[5,3,3,4,3]",0.0175169491533898,2028,Diesel_S4_2026,1,Use,B20,D4,2067.0000000999967,S4,2026,Diesel,0.0175169491533898,2067.0000000999967,S4_D4_2028,3,4,0
"U[5,4,0,1,0]",1.0,2028,LNG_S1_2027,1,Use,LNG,D1,102000.0,S1,2027,LNG,1.0,102000.0,S1_D1_2028,2,1,0
"U[5,4,0,1,2]",1.0,2028,LNG_S1_2027,1,Use,LNG,D3,102000.0,S1,2027,LNG,1.0,102000.0,S1_D3_2028,2,1,0
"U[5,4,0,1,3]",1.0,2028,LNG_S1_2027,1,Use,LNG,D4,102000.0,S1,2027,LNG,1.0,102000.0,S1_D4_2028,2,1,0
"U[5,4,0,2,1]",2.550203224138861,2028,LNG_S1_2027,3,Use,BioLNG,D2,86706.90962072127,S1,2027,LNG,0.8500677413796204,260120.7288621638,S1_D2_2028,2,2,0
"U[5,4,1,1,0]",8.0,2028,LNG_S2_2027,8,Use,LNG,D1,106000.0,S2,2027,LNG,1.0,848000.0,S2_D1_2028,2,1,0
"U[5,4,1,1,1]",14.0,2028,LNG_S2_2027,14,Use,LNG,D2,106000.0,S2,2027,LNG,1.0,1484000.0,S2_D2_2028,2,1,0
"U[5,4,2,1,0]",1.0,2028,LNG_S3_2027,1,Use,LNG,D1,73000.0,S3,2027,LNG,1.0,73000.0,S3_D1_2028,2,1,0
"U[5,4,2,1,1]",16.0,2028,LNG_S3_2027,16,Use,LNG,D2,73000.0,S3,2027,LNG,1.0,1168000.0,S3_D2_2028,2,1,0
"U[5,4,2,1,2]",1.0,2028,LNG_S3_2027,1,Use,LNG,D3,73000.0,S3,2027,LNG,1.0,73000.0,S3_D3_2028,2,1,0
"U[5,4,3,1,1]",3.0,2028,LNG_S4_2027,3,Use,LNG,D2,118000.0,S4,2027,LNG,1.0,354000.0,S4_D2_2028,2,1,0
"U[5,5,0,2,0]",8.0,2028,LNG_S1_2028,8,Use,BioLNG,D1,102000.0,S1,2028,LNG,1.0,816000.0,S1_D1_2028,1,2,0
"U[5,5,0,2,2]",12.0,2028,LNG_S1_2028,12,Use,BioLNG,D3,102000.0,S1,2028,LNG,1.0,1224000.0,S1_D3_2028,1,2,0
"U[5,5,0,2,3]",2.0,2028,LNG_S1_2028,2,Use,BioLNG,D4,102000.0,S1,2028,LNG,1.0,204000.0,S1_D4_2028,1,2,0
"U[5,5,1,1,0]",2.0,2028,LNG_S2_2028,2,Use,LNG,D1,106000.0,S2,2028,LNG,1.0,212000.0,S2_D1_2028,1,1,0
"U[5,5,1,1,2]",8.0,2028,LNG_S2_2028,8,Use,LNG,D3,106000.0,S2,2028,LNG,1.0,848000.0,S2_D3_2028,1,1,0
"U[5,5,1,1,3]",1.0,2028,LNG_S2_2028,1,Use,LNG,D4,106000.0,S2,2028,LNG,1.0,106000.0,S2_D4_2028,1,1,0
"U[5,5,2,1,2]",11.0,2028,LNG_S3_2028,11,Use,LNG,D3,73000.0,S3,2028,LNG,1.0,803000.0,S3_D3_2028,1,1,0
"U[5,5,2,2,1]",2.0,2028,LNG_S3_2028,2,Use,BioLNG,D2,73000.0,S3,2028,LNG,1.0,146000.0,S3_D2_2028,1,2,0
"U[5,5,2,2,3]",3.0,2028,LNG_S3_2028,3,Use,BioLNG,D4,73000.0,S3,2028,LNG,1.0,219000.0,S3_D4_2028,1,2,0
"U[5,5,2,3,0]",0.5407260273986317,2028,Diesel_S3_2028,1,Use,HVO,D1,39473.00000010012,S3,2028,Diesel,0.5407260273986317,39473.00000010012,S3_D1_2028,1,3,0
"U[6,0,0,1,1]",7.0,2029,LNG_S1_2023,7,Use,LNG,D2,102000.0,S1,2023,LNG,1.0,714000.0,S1_D2_2029,7,1,0
"U[6,0,0,1,2]",10.0,2029,LNG_S1_2023,10,Use,LNG,D3,102000.0,S1,2023,LNG,1.0,1020000.0,S1_D3_2029,7,1,0
"U[6,0,1,2,2]",0.8566199970150834,2029,LNG_S2_2023,1,Use,BioLNG,D3,90801.71968359884,S2,2023,LNG,0.8566199970150834,90801.71968359884,S2_D3_2029,7,2,0
"U[6,0,2,2,2]",1.0,2029,LNG_S3_2023,1,Use,BioLNG,D3,73000.0,S3,2023,LNG,1.0,73000.0,S3_D3_2029,7,2,0
"U[6,0,2,4,3]",0.2076164383575342,2029,Diesel_S3_2023,1,Use,B20,D4,15156.000000099997,S3,2023,Diesel,0.2076164383575342,15156.000000099997,S3_D4_2029,7,4,0
"U[6,1,0,1,0]",4.0,2029,LNG_S1_2024,4,Use,LNG,D1,102000.0,S1,2024,LNG,1.0,408000.0,S1_D1_2029,6,1,0
"U[6,1,0,1,1]",3.2583333333343147,2029,LNG_S1_2024,4,Use,LNG,D2,83087.50000002503,S1,2024,LNG,0.8145833333335787,332350.0000001001,S1_D2_2029,6,1,0
"U[6,1,0,1,3]",1.0,2029,LNG_S1_2024,1,Use,LNG,D4,102000.0,S1,2024,LNG,1.0,102000.0,S1_D4_2029,6,1,0
"U[6,2,0,1,0]",5.898333333334314,2029,LNG_S1_2025,6,Use,LNG,D1,100271.66666668333,S1,2025,LNG,0.983055555555719,601630.0000001,S1_D1_2029,5,1,0
"U[6,2,0,1,2]",3.1597941176480404,2029,LNG_S1_2025,4,Use,LNG,D3,80574.75000002503,S1,2025,LNG,0.7899485294120101,322299.0000001001,S1_D3_2029,5,1,0
"U[6,2,0,1,3]",2.751686274510784,2029,LNG_S1_2025,3,Use,LNG,D4,93557.33333336667,S1,2025,LNG,0.9172287581702614,280672.0000001,S1_D4_2029,5,1,0
"U[6,2,1,1,0]",0.07185849056698,2029,LNG_S2_2025,1,Use,LNG,D1,7617.00000009988,S2,2025,LNG,0.07185849056698,7617.00000009988,S2_D1_2029,5,1,0
"U[6,3,0,1,1]",9.0,2029,LNG_S1_2026,9,Use,LNG,D2,102000.0,S1,2026,LNG,1.0,918000.0,S1_D2_2029,4,1,0
"U[6,3,1,1,1]",0.1750566037745272,2029,LNG_S2_2026,1,Use,LNG,D2,18556.000000099884,S2,2026,LNG,0.1750566037745272,18556.000000099884,S2_D2_2029,4,1,0
"U[6,3,1,1,3]",0.3992735849066038,2029,LNG_S2_2026,1,Use,LNG,D4,42323.0000001,S2,2026,LNG,0.3992735849066038,42323.0000001,S2_D4_2029,4,1,0
"U[6,3,2,1,1]",15.289164383563016,2029,LNG_S3_2026,16,Use,LNG,D2,69756.81250000626,S3,2026,LNG,0.9555727739726885,1116109.0000001001,S3_D2_2029,4,1,0
"U[6,3,2,1,2]",9.0,2029,LNG_S3_2026,9,Use,LNG,D3,73000.0,S3,2026,LNG,1.0,657000.0,S3_D3_2029,4,1,0
"U[6,3,2,3,2]",0.1031369863027381,2029,Diesel_S3_2026,1,Use,HVO,D3,7529.000000099882,S3,2026,Diesel,0.1031369863027381,7529.000000099882,S3_D3_2029,4,3,0
"U[6,3,3,4,0]",0.1486864406788135,2029,Diesel_S4_2026,1,Use,B20,D1,17545.000000099993,S4,2026,Diesel,0.1486864406788135,17545.000000099993,S4_D1_2029,4,4,0
"U[6,3,3,4,2]",0.1508813559330508,2029,Diesel_S4_2026,1,Use,B20,D3,17804.000000099993,S4,2026,Diesel,0.1508813559330508,17804.000000099993,S4_D3_2029,4,4,0
"U[6,3,3,4,3]",0.0179152542381355,2029,Diesel_S4_2026,1,Use,B20,D4,2114.000000099989,S4,2026,Diesel,0.0179152542381355,2114.000000099989,S4_D4_2029,4,4,0
"U[6,4,0,1,1]",3.0,2029,LNG_S1_2027,3,Use,LNG,D2,102000.0,S1,2027,LNG,1.0,306000.0,S1_D2_2029,3,1,0
"U[6,4,0,2,2]",3.0,2029,LNG_S1_2027,3,Use,BioLNG,D3,102000.0,S1,2027,LNG,1.0,306000.0,S1_D3_2029,3,2,0
"U[6,4,1,1,1]",14.0,2029,LNG_S2_2027,14,Use,LNG,D2,106000.0,S2,2027,LNG,1.0,1484000.0,S2_D2_2029,3,1,0
"U[6,4,1,1,2]",7.79071962562737,2029,LNG_S2_2027,8,Use,LNG,D3,103227.03503956264,S2,2027,LNG,0.9738399532034212,825816.2803165012,S2_D3_2029,3,1,0
"U[6,4,2,1,1]",14.0,2029,LNG_S3_2027,14,Use,LNG,D2,73000.0,S3,2027,LNG,1.0,1022000.0,S3_D2_2029,3,1,0
"U[6,4,2,1,2]",1.0,2029,LNG_S3_2027,1,Use,LNG,D3,73000.0,S3,2027,LNG,1.0,73000.0,S3_D3_2029,3,1,0
"U[6,4,2,1,3]",3.0,2029,LNG_S3_2027,3,Use,LNG,D4,73000.0,S3,2027,LNG,1.0,219000.0,S3_D4_2029,3,1,0
"U[6,4,3,1,1]",0.5073220338991525,2029,LNG_S4_2027,1,Use,LNG,D2,59864.0000001,S4,2027,LNG,0.5073220338991525,59864.0000001,S4_D2_2029,3,1,0
"U[6,5,0,2,2]",22.0,2029,LNG_S1_2028,22,Use,BioLNG,D3,102000.0,S1,2028,LNG,1.0,2244000.0,S1_D3_2029,2,2,0
"U[6,5,1,1,0]",10.0,2029,LNG_S2_2028,10,Use,LNG,D1,106000.0,S2,2028,LNG,1.0,1060000.0,S2_D1_2029,2,1,0
"U[6,5,1,1,1]",1.0,2029,LNG_S2_2028,1,Use,LNG,D2,106000.0,S2,2028,LNG,1.0,106000.0,S2_D2_2029,2,1,0
"U[6,5,2,1,0]",6.0,2029,LNG_S3_2028,6,Use,LNG,D1,73000.0,S3,2028,LNG,1.0,438000.0,S3_D1_2029,2,1,0
"U[6,5,2,1,1]",5.0,2029,LNG_S3_2028,5,Use,LNG,D2,73000.0,S3,2028,LNG,1.0,365000.0,S3_D2_2029,2,1,0
"U[6,5,2,2,0]",3.0,2029,LNG_S3_2028,3,Use,BioLNG,D1,73000.0,S3,2028,LNG,1.0,219000.0,S3_D1_2029,2,2,0
"U[6,5,2,2,2]",2.0,2029,LNG_S3_2028,2,Use,BioLNG,D3,73000.0,S3,2028,LNG,1.0,146000.0,S3_D3_2029,2,2,0
"U[6,5,2,3,0]",0.2075890410972618,2029,Diesel_S3_2028,1,Use,HVO,D1,15154.000000100112,S3,2028,Diesel,0.2075890410972618,15154.000000100112,S3_D1_2029,2,3,0
"U[6,6,0,2,1]",9.0,2029,LNG_S1_2029,9,Use,BioLNG,D2,102000.0,S1,2029,LNG,1.0,918000.0,S1_D2_2029,1,2,0
"U[6,6,0,2,3]",1.0,2029,LNG_S1_2029,1,Use,BioLNG,D4,102000.0,S1,2029,LNG,1.0,102000.0,S1_D4_2029,1,2,0
"U[6,6,1,2,0]",1.0,2029,LNG_S2_2029,1,Use,BioLNG,D1,106000.0,S2,2029,LNG,1.0,106000.0,S2_D1_2029,1,2,0
"U[6,6,1,2,3]",1.0,2029,LNG_S2_2029,1,Use,BioLNG,D4,106000.0,S2,2029,LNG,1.0,106000.0,S2_D4_2029,1,2,0
"U[6,6,2,1,0]",21.0,2029,LNG_S3_2029,21,Use,LNG,D1,73000.0,S3,2029,LNG,1.0,1533000.0,S3_D1_2029,1,1,0
"U[6,6,2,1,1]",1.0,2029,LNG_S3_2029,1,Use,LNG,D2,73000.0,S3,2029,LNG,1.0,73000.0,S3_D2_2029,1,1,0
"U[6,6,2,1,2]",3.0,2029,LNG_S3_2029,3,Use,LNG,D3,73000.0,S3,2029,LNG,1.0,219000.0,S3_D3_2029,1,1,0
"U[6,6,2,2,0]",4.0,2029,LNG_S3_2029,4,Use,BioLNG,D1,73000.0,S3,2029,LNG,1.0,292000.0,S3_D1_2029,1,2,0
"U[6,6,2,2,1]",3.0,2029,LNG_S3_2029,3,Use,BioLNG,D2,73000.0,S3,2029,LNG,1.0,219000.0,S3_D2_2029,1,2,0
"U[6,6,3,1,1]",1.0,2029,LNG_S4_2029,1,Use,LNG,D2,118000.0,S4,2029,LNG,1.0,118000.0,S4_D2_2029,1,1,0
"U[6,6,3,1,2]",1.0,2029,LNG_S4_2029,1,Use,LNG,D3,118000.0,S4,2029,LNG,1.0,118000.0,S4_D3_2029,1,1,0
"U[6,6,3,2,1]",6.0,2029,LNG_S4_2029,6,Use,BioLNG,D2,118000.0,S4,2029,LNG,1.0,708000.0,S4_D2_2029,1,2,0
"U[7,0,0,1,0]",3.0,2030,LNG_S1_2023,3,Use,LNG,D1,102000.0,S1,2023,LNG,1.0,306000.0,S1_D1_2030,8,1,0
"U[7,0,0,1,1]",13.214264705883334,2030,LNG_S1_2023,14,Use,LNG,D2,96275.35714286429,S1,2023,LNG,0.9438760504202381,1347855.0000001001,S1_D2_2030,8,1,0
"U[7,0,1,2,1]",0.3230094339632064,2030,LNG_S2_2023,1,Use,BioLNG,D2,34239.00000009988,S2,2023,LNG,0.3230094339632064,34239.00000009988,S2_D2_2030,8,2,0
"U[7,0,2,2,0]",0.4957397260287687,2030,LNG_S3_2023,1,Use,BioLNG,D1,36189.00000010012,S3,2023,LNG,0.4957397260287687,36189.00000010012,S3_D1_2030,8,2,0
"U[7,0,2,4,1]",0.3630000000013714,2030,Diesel_S3_2023,1,Use,B20,D2,26499.00000010011,S3,2023,Diesel,0.3630000000013714,26499.00000010011,S3_D2_2030,8,4,0
"U[7,1,0,1,2]",6.818774509804904,2030,LNG_S1_2024,9,Use,LNG,D3,77279.44444445558,S1,2024,LNG,0.7576416122005449,695515.0000001002,S1_D3_2030,7,1,0
"U[7,2,0,1,0]",1.938053795166791,2030,LNG_S1_2025,4,Use,LNG,D1,49420.37177675317,S1,2025,LNG,0.4845134487916978,197681.48710701268,S1_D1_2030,6,1,0
"U[7,2,0,1,3]",1.86543137255,2030,LNG_S1_2025,2,Use,LNG,D4,95137.00000005,S1,2025,LNG,0.932715686275,190274.0000001,S1_D4_2030,6,1,0
"U[7,3,0,1,0]",2.0,2030,LNG_S1_2026,2,Use,LNG,D1,102000.0,S1,2026,LNG,1.0,204000.0,S1_D1_2030,5,1,0
"U[7,3,3,4,2]",0.1554661016957627,2030,Diesel_S4_2026,1,Use,B20,D3,18345.000000099997,S4,2026,Diesel,0.1554661016957627,18345.000000099997,S4_D3_2030,5,4,0
"U[7,3,3,4,3]",0.0179237288144067,2030,Diesel_S4_2026,1,Use,B20,D4,2115.0000000999908,S4,2026,Diesel,0.0179237288144067,2115.0000000999908,S4_D4_2030,5,4,0
"U[7,4,0,1,3]",3.0,2030,LNG_S1_2027,3,Use,LNG,D4,102000.0,S1,2027,LNG,1.0,306000.0,S1_D4_2030,4,1,0
"U[7,4,0,2,0]",2.961936400912621,2030,LNG_S1_2027,3,Use,BioLNG,D1,100705.83763102912,S1,2027,LNG,0.9873121336375403,302117.51289308735,S1_D1_2030,4,2,0
"U[7,4,1,1,0]",10.615981132076412,2030,LNG_S2_2027,11,Use,LNG,D1,102299.45454546361,S2,2027,LNG,0.9650891938251284,1125294.0000000997,S2_D1_2030,4,1,0
"U[7,4,1,1,1]",5.0,2030,LNG_S2_2027,5,Use,LNG,D2,106000.0,S2,2027,LNG,1.0,530000.0,S2_D2_2030,4,1,0
"U[7,4,1,1,2]",2.78753773585,2030,LNG_S2_2027,3,Use,LNG,D3,98493.00000003332,S2,2027,LNG,0.9291792452833333,295479.0000001,S2_D3_2030,4,1,0
"U[7,4,1,1,3]",0.467603773585849,2030,LNG_S2_2027,1,Use,LNG,D4,49566.00000009999,S2,2027,LNG,0.467603773585849,49566.00000009999,S2_D4_2030,4,1,0
"U[7,4,2,1,0]",13.0,2030,LNG_S3_2027,13,Use,LNG,D1,73000.0,S3,2027,LNG,1.0,949000.0,S3_D1_2030,4,1,0
"U[7,4,2,1,2]",5.0,2030,LNG_S3_2027,5,Use,LNG,D3,73000.0,S3,2027,LNG,1.0,365000.0,S3_D3_2030,4,1,0
"U[7,4,3,1,1]",0.7906016949161017,2030,LNG_S4_2027,1,Use,LNG,D2,93291.0000001,S4,2027,LNG,0.7906016949161017,93291.0000001,S4_D2_2030,4,1,0
"U[7,5,0,2,1]",9.0,2030,LNG_S1_2028,9,Use,BioLNG,D2,102000.0,S1,2028,LNG,1.0,918000.0,S1_D2_2030,3,2,0
"U[7,5,0,2,2]",13.0,2030,LNG_S1_2028,13,Use,BioLNG,D3,102000.0,S1,2028,LNG,1.0,1326000.0,S1_D3_2030,3,2,0
"U[7,5,1,1,1]",8.0,2030,LNG_S2_2028,8,Use,LNG,D2,106000.0,S2,2028,LNG,1.0,848000.0,S2_D2_2030,3,1,0
"U[7,5,1,1,2]",2.0,2030,LNG_S2_2028,2,Use,LNG,D3,106000.0,S2,2028,LNG,1.0,212000.0,S2_D3_2030,3,1,0
"U[7,5,1,1,3]",1.0,2030,LNG_S2_2028,1,Use,LNG,D4,106000.0,S2,2028,LNG,1.0,106000.0,S2_D4_2030,3,1,0
"U[7,5,2,1,0]",7.0,2030,LNG_S3_2028,7,Use,LNG,D1,73000.0,S3,2028,LNG,1.0,511000.0,S3_D1_2030,3,1,0
"U[7,5,2,1,1]",4.0,2030,LNG_S3_2028,4,Use,LNG,D2,73000.0,S3,2028,LNG,1.0,292000.0,S3_D2_2030,3,1,0
"U[7,5,2,2,2]",4.665342465754793,2030,LNG_S3_2028,5,Use,BioLNG,D3,68114.00000001997,S3,2028,LNG,0.9330684931509585,340570.0000000998,S3_D3_2030,3,2,0
"U[7,5,2,3,3]",0.2981917808232877,2030,Diesel_S3_2028,1,Use,HVO,D4,21768.0000001,S3,2028,Diesel,0.2981917808232877,21768.0000001,S3_D4_2030,3,3,0
"U[7,6,0,2,1]",10.0,2030,LNG_S1_2029,10,Use,BioLNG,D2,102000.0,S1,2029,LNG,1.0,1020000.0,S1_D2_2030,2,2,0
"U[7,6,1,2,0]",1.0,2030,LNG_S2_2029,1,Use,BioLNG,D1,106000.0,S2,2029,LNG,1.0,106000.0,S2_D1_2030,2,2,0
"U[7,6,1,2,2]",1.0,2030,LNG_S2_2029,1,Use,BioLNG,D3,106000.0,S2,2029,LNG,1.0,106000.0,S2_D3_2030,2,2,0
